0.99454,0.051501,0.052362
0.94653,0.146,0.28249
0.86606,0.088,0.43
0.99435,0.09,0.05
0.86232,0.036,0.45595
0.86646,0.018,0.4219
0.98732,0.276,0.090119
0.86263,0.126,0.458
0.86542,0.084,0.434
0.99,0.174,0.076
0.99802,0.064,0.018
0.861,0.048,0.468
0.99463,0.066,0.05
0.93784,0.28,0.37737
